,SMILES,CID,MW,LogP,MR,TPSA,NumAromaticRings,FractionCSP3,NumValenceElectron,MaxCharge,MinCharge,BertzCT,BalabanJ,LabuteASA
80,CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C,76915,220.31199999999995,3.0832000000000015,65.09000000000003,34.14,0,0.5714285714285714,88,0.22892549695531458,-0.28555640107975605,395.4317286735287,3.2909135208431546,97.42150549717523
81,C1(=C(C(=O)C(=C(C1=O)Cl)N)Cl)N,77512,207.016,-0.04359999999999992,44.14679999999999,86.17999999999999,0,0.0,64,0.22338969075696005,-0.3941838075970309,281.45724820935,3.3164522117132207,77.78828242979115
82,C1=CC(=O)C(=CC1=O)I,77570,233.99199999999996,1.0133,41.257000000000005,34.14,0,0.0,46,0.19169114065833795,-0.28991949242473053,225.21235949739008,2.9474749819283015,65.763806703046
83,CCCCC1=CC(=O)C=CC1=O,77863,164.20399999999998,1.811,46.76200000000002,34.14,0,0.4,64,0.18158882894270598,-0.2899495121309492,259.0121446950061,2.6163914708925087,71.96173703958881
84,C1(=C(C(=O)C(=C(C1=O)Br)O)Br)O,78078,297.886,1.4671999999999998,47.17759999999999,74.60000000000001,0,0.0,64,0.23897791569885574,-0.5032127317254573,277.45724820935,3.3164522117132207,83.82553129767712
85,C1=CC(=O)C(=C(C1=O)C#N)C#N,78362,158.11599999999999,0.03815999999999997,37.406,81.72,0,0.0,56,0.19748966999809678,-0.2884232234993292,363.754247590989,3.350783357751321,68.01701217373302
86,COC1=C(C(=O)C(=C(C1=O)Cl)OC)Cl,81630,237.03799999999998,1.3317999999999999,49.79000000000001,52.60000000000001,0,0.25,76,0.24400553614747073,-0.4911182375534603,331.53756901265297,3.28315427184147,90.06547572357269
87,c1ccc2c(c1)C(=O)c1c(C2=O)c(c(cc1O)Br)N,8320,318.126,2.5123,73.5262,80.39,2,0.0,94,0.19782179328730767,-0.5071141168222105,752.596563486726,2.4251758065888405,116.5372666557626
88,COc1c2c(c(cc1)N)C(=O)c1ccccc1C2=O,8321,253.25699999999998,2.0528,70.71340000000002,69.39,2,0.06666666666666667,94,0.19782848869129963,-0.49595899647406866,719.3257805967296,2.3841905127564953,109.35397264182873
89,c1ccc2c(c1)C(=O)C(=C(C2=O)Br)Br,83259,315.948,3.067000000000001,59.983000000000004,34.14,1,0.0,70,0.20149833915418514,-0.2879463162868552,431.7652718746631,2.7318273616973716,97.25387680274015
90,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)Cl,8342,227.04599999999996,2.7548000000000004,53.83500000000001,34.14,1,0.0,70,0.20627588841189434,-0.28752501522568175,431.7652718746631,2.7318273616973716,90.12531404522078
91,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,8371,245.876,2.5166,47.478,34.14,0,0.0,64,0.2185323064290954,-0.2864845944521192,277.45724820935004,3.3164522117132207,87.71503348952906
92,c1cc2c(c(c1)N(=O)=O)C(=O)c1c(C2=O)c(ccc1)Cl,8510,287.65799999999996,3.023600000000001,71.41340000000001,77.28,2,0.0,98,0.2808096248593053,-0.2884991208109331,797.7560672856346,2.3822516016721798,117.49183655029401
93,c1cc2c(c(c1)N)C(=O)c1c(C2=O)cccc1N,8511,238.24599999999998,1.6264,68.5738,86.18,2,0.0,88,0.19816477807667807,-0.39810923663980124,647.4353339687133,2.398930539353599,103.21537599493796
94,c1ccc2C(=O)C=CC(=O)c2c1,8530,158.15599999999998,1.6218000000000001,44.24300000000001,34.14,1,0.0,58,0.18621455604018272,-0.28926227187969744,351.57998231811285,2.6926206830292423,69.51878159145744
95,c1ccc2c(c1)C(=O)c1cc(c(c(c1C2=O)O)O)S([O])([O])O,8534,320.278,2.2007000000000003,72.93740000000001,134.63,2,0.0,112,0.19789036951509476,-0.5037022059261063,835.815489123382,2.367038777739582,125.19297173935891
96,c1ccc2c(c1)C(=O)c1c(C2=O)cc(cc1)Cl,8553,242.66099999999997,3.115400000000001,64.75900000000001,34.14,2,0.0,82,0.19406648987783423,-0.2885627705506891,659.0218277807028,2.3304909398632216,102.83886082779419
97,c1ccc(cc1)SC1=CC(=O)C(=CC1=O)Sc1ccccc1,86928,324.426,4.490600000000003,90.77799999999999,34.14,2,0.0,108,0.1934175631022106,-0.2886424892171517,694.6888698894064,1.7542450256021023,136.86237704486092
98,CC1=CC(=O)C(=CC1=O)C,8718,136.14999999999998,1.0308,37.528000000000006,34.14,0,0.25,52,0.1815719327310921,-0.28965100678867045,228.43115658409945,3.034643696573039,59.23185281079559
99,C1=C(C(=O)C(=CC1=O)Br)Br,88175,265.888,1.6958,44.034,34.14,0,0.0,52,0.20667180435647878,-0.28987289324307447,238.92138157977251,3.051228729159755,74.2370637932851
